Date,Price
2024-08-17,3197.62
2024-08-18,3206.27
2024-08-19,3190.98
2024-08-20,3188.26
2024-08-21,3170.01
2024-08-22,3150.89
2024-08-23,3213.81
2024-08-24,3226.94
2024-08-25,3235.26
2024-08-26,3228.17
2024-08-27,3176.55
2024-08-28,3156.51
2024-08-29,3183.52
2024-08-30,3197.15
2024-08-31,3209.34
2024-09-01,3265.33
2024-09-02,3231.86
2024-09-03,3211.98
2024-09-04,3222.49
2024-09-05,3239.05
2024-09-06,3222.29
2024-09-07,3263.84
2024-09-08,3239.36
2024-09-09,3258.65
2024-09-10,3246.6
2024-09-11,3217.79
2024-09-12,3177.51
2024-09-13,3212.04
2024-09-14,3245.11
2024-09-15,3268.47
2024-09-16,3252.65
2024-09-17,3216.97
2024-09-18,3219.78
2024-09-19,3227.44
2024-09-20,3262.11
2024-09-21,3241.28
2024-09-22,3264.27
2024-09-23,3244.2
2024-09-24,3236.08
2024-09-25,3207.33
2024-09-26,3216.15
2024-09-27,3242.29
2024-09-28,3257.41
2024-09-29,3274.89
2024-09-30,3220.35
2024-10-01,3198.29
2024-10-02,3185.81
2024-10-03,3195.32
2024-10-04,3204.24
2024-10-05,3227.61
2024-10-06,3223.97
2024-10-07,3213.33
2024-10-08,3228.21
2024-10-09,3194.97
2024-10-10,3185.16
2024-10-11,3187.83
2024-10-12,3203.07
2024-10-13,3214.34
2024-10-14,3233.94
2024-10-15,3210.01
2024-10-16,3161.16
2024-10-17,3217.85
2024-10-18,3187.38
2024-10-19,3219.93
2024-10-20,3224.51
2024-10-21,3224.83
2024-10-22,3209.39
2024-10-23,3183.68
2024-10-24,3212.38
2024-10-25,3243.43
2024-10-26,3219.27
2024-10-27,3238.24
2024-10-28,3216.27
2024-10-29,3188.13
2024-10-30,3163.04
2024-10-31,3180.71
2024-11-01,3187.07
2024-11-02,3236.02
2024-11-03,3222.32
2024-11-04,3239.8
2024-11-05,3199.84
2024-11-06,3183.83
2024-11-07,3185.32
2024-11-08,3208.51
2024-11-09,3217.9
2024-11-10,3228.86
2024-11-11,3221.14
2024-11-12,3198.35
2024-11-13,3171.73
2024-11-14,3203.7
2024-11-15,3190.65
2024-11-16,3205.08
2024-11-17,3212.21
2024-11-18,3212.27
2024-11-19,3201.82
2024-11-20,3180.03
2024-11-21,3187.2
2024-11-22,3209.35
2024-11-23,3233.28
2024-11-24,3227.87
2024-11-25,3209.29
2024-11-26,3221.27
2024-11-27,3183.43
2024-11-28,3167.42
2024-11-29,3211.33
2024-11-30,3234.29
2024-12-01,3217.09
2024-12-02,3196.65
2024-12-03,3183.56
2024-12-04,3175.34
2024-12-05,3176.94
2024-12-06,3213.66
2024-12-07,3209.48
2024-12-08,3210.71
2024-12-09,3226.83
2024-12-10,3201.63
2024-12-11,3161.39
2024-12-12,3205.09
2024-12-13,3179.62
2024-12-14,3188.41
2024-12-15,3215.22
2024-12-16,3209.48
2024-12-17,3207.6
2024-12-18,3182.65
2024-12-19,3203.75
2024-12-20,3225.12
2024-12-21,3227.16
2024-12-22,3214.55
2024-12-23,3219.03
2024-12-24,3195.22
2024-12-25,3176.15
2024-12-26,3210.79
2024-12-27,3236.5
2024-12-28,3225.82
2024-12-29,3212.33
2024-12-30,3177.52
2024-12-31,3203.01
2025-01-01,3190.89
2025-01-02,3163.36
2025-01-03,3199.75
2025-01-04,3205.9
2025-01-05,3210.81
2025-01-06,3234.95
2025-01-07,3200.75
2025-01-08,3187.45
2025-01-09,3191.84
2025-01-10,3213.98
2025-01-11,3226.73
2025-01-12,3216.86
2025-01-13,3219.29
2025-01-14,3192.58
2025-01-15,3188.15
2025-01-16,3203.16
2025-01-17,3206.55
2025-01-18,3254.72
2025-01-19,3224.44
2025-01-20,3219.04
2025-01-21,3212.73
2025-01-22,3184.86
2025-01-23,3178.16
2025-01-24,3186.44
2025-01-25,3251.17
2025-01-26,3223.1
2025-01-27,3177.85
2025-01-28,3208.74
2025-01-29,3195.3
2025-01-30,3159.01
2025-01-31,3227.27
2025-02-01,3216.73
2025-02-02,3206.6
2025-02-03,3175.88
2025-02-04,3180.77
2025-02-05,3155.86
2025-02-06,3190.22
2025-02-07,3225.11
2025-02-08,3214.61
2025-02-09,3197.81
2025-02-10,3195.99
2025-02-11,3161.2
2025-02-12,3164.3
2025-02-13,3179.32
2025-02-14,3181.19
2025-02-15,3196.78
2025-02-16,3203.14
2025-02-17,3220.74
2025-02-18,3189.89
2025-02-19,3164.45
2025-02-20,3185.1
2025-02-21,3185.28
2025-02-22,3230.29
2025-02-23,3217.43
2025-02-24,3214.99
2025-02-25,3193.27
2025-02-26,3189.81
2025-02-27,3203.49
2025-02-28,3196.48
2025-03-01,3217.12
2025-03-02,3253.03
2025-03-03,3211.67
2025-03-04,3190.46
2025-03-05,3165.49
2025-03-06,3188.47
2025-03-07,3207.23
2025-03-08,3201.06
2025-03-09,3231.69
2025-03-10,3226.73
2025-03-11,3195.8
2025-03-12,3163.32
2025-03-13,3179.79
2025-03-14,3210.21
2025-03-15,3222.0
2025-03-16,3223.37
2025-03-17,3218.51
2025-03-18,3187.39
2025-03-19,3173.69
2025-03-20,3184.78
2025-03-21,3178.46
2025-03-22,3184.48
2025-03-23,3244.57
2025-03-24,3222.67
2025-03-25,3207.08
2025-03-26,3179.88
2025-03-27,3173.88
2025-03-28,3204.0
2025-03-29,3222.33
2025-03-30,3199.82
2025-03-31,3226.88
2025-04-01,3182.12
2025-04-02,3200.36
2025-04-03,3211.4
2025-04-04,3180.89
2025-04-05,3208.33
2025-04-06,3219.44
2025-04-07,3222.02
2025-04-08,3199.22
2025-04-09,3197.05
2025-04-10,3172.91
2025-04-11,3222.7
2025-04-12,3255.2
2025-04-13,3222.9
2025-04-14,3232.4
2025-04-15,3198.7
2025-04-16,3182.16
2025-04-17,3191.96
2025-04-18,3201.23
2025-04-19,3199.41
2025-04-20,3225.42
2025-04-21,3232.15
2025-04-22,3182.22
2025-04-23,3174.74
2025-04-24,3204.18
2025-04-25,3194.26
2025-04-26,3225.09
2025-04-27,3221.79
2025-04-28,3205.83
2025-04-29,3191.13
2025-04-30,3205.83
2025-05-01,3221.13
2025-05-02,3213.34
2025-05-03,3222.11
2025-05-04,3239.08
2025-05-05,3215.87
2025-05-06,3179.45
2025-05-07,3185.56
2025-05-08,3178.75
2025-05-09,3230.96
2025-05-10,3199.21
2025-05-11,3223.64
2025-05-12,3198.77
2025-05-13,3197.96
2025-05-14,3193.36
2025-05-15,3194.79
2025-05-16,3217.88
2025-05-17,3217.09
2025-05-18,3204.91
2025-05-19,3205.62
2025-05-20,3186.72
2025-05-21,3174.15
2025-05-22,3195.53
2025-05-23,3185.94
2025-05-24,3234.75
2025-05-25,3225.77
2025-05-26,3221.74
2025-05-27,3189.81
2025-05-28,3168.9
2025-05-29,3187.06
2025-05-30,3198.15
2025-05-31,3242.72
2025-06-01,3203.16
2025-06-02,3230.11
2025-06-03,3202.79
2025-06-04,3197.39
2025-06-05,3189.45
2025-06-06,3203.94
2025-06-07,3236.53
2025-06-08,3217.03
2025-06-09,3225.07
2025-06-10,3190.33
2025-06-11,3177.75
2025-06-12,3182.59
2025-06-13,3186.07
2025-06-14,3232.81
2025-06-15,3233.47
2025-06-16,3199.72
2025-06-17,3192.23
2025-06-18,3197.37
2025-06-19,3178.04
2025-06-20,3221.75
2025-06-21,3233.1
2025-06-22,3217.43
2025-06-23,3209.9
2025-06-24,3186.79
2025-06-25,3192.3
2025-06-26,3158.87
2025-06-27,3180.79
2025-06-28,3252.58
2025-06-29,3230.22
2025-06-30,3200.67
2025-07-01,3164.05
2025-07-02,3162.94
2025-07-03,3160.09
2025-07-04,3203.49
2025-07-05,3175.73
2025-07-06,3177.03
2025-07-07,3190.22
2025-07-08,3154.91
2025-07-09,3157.36
2025-07-10,3174.74
2025-07-11,3160.4
2025-07-12,3181.37
2025-07-13,3197.51
2025-07-14,3168.96
2025-07-15,3167.43
2025-07-16,3144.95
2025-07-17,3171.95
2025-07-18,3167.16
2025-07-19,3192.24
2025-07-20,3164.84
2025-07-21,3159.35
2025-07-22,3142.12
2025-07-23,3167.36
2025-07-24,3149.37
2025-07-25,3188.59
2025-07-26,3191.39
2025-07-27,3196.39
2025-07-28,3178.13
2025-07-29,3185.01
2025-07-30,3173.58
2025-07-31,3155.91
2025-08-01,3229.0
2025-08-02,3190.3
2025-08-03,3210.43
2025-08-04,3231.2
2025-08-05,3206.99
2025-08-06,3202.57
2025-08-07,3167.95
2025-08-08,3212.65
2025-08-09,3223.6
2025-08-10,3223.91
2025-08-11,3227.37
2025-08-12,3201.25
2025-08-13,3187.07
2025-08-14,3193.69
2025-08-15,3172.98
2025-08-16,3200.24
2025-08-17,3251.42
2025-08-18,3227.04
2025-08-19,3204.77
2025-08-20,3179.72
2025-08-21,3197.56
2025-08-22,3191.71
2025-08-23,3200.61
2025-08-24,3224.7
2025-08-25,3228.45
2025-08-26,3189.28
2025-08-27,3169.2
2025-08-28,3179.92
2025-08-29,3203.16
2025-08-30,3223.08
2025-08-31,3223.52
2025-09-01,3292.26
2025-09-02,3220.1
2025-09-03,3206.62
2025-09-04,3221.28
2025-09-05,3235.16
2025-09-06,3243.72
2025-09-07,3248.13
2025-09-08,3249.83
2025-09-09,3231.55
2025-09-10,3199.32
2025-09-11,3211.2
2025-09-12,3251.26
2025-09-13,3226.83
2025-09-14,3266.21
2025-09-15,3233.39
2025-09-16,3220.34
2025-09-17,3187.22
2025-09-18,3216.98
2025-09-19,3195.65
2025-09-20,3259.87
2025-09-21,3276.54
2025-09-22,3269.09
2025-09-23,3221.1
2025-09-24,3227.62
2025-09-25,3218.89
2025-09-26,3242.15
2025-09-27,3246.27
2025-09-28,3279.08
2025-09-29,3229.66
2025-09-30,3240.07
2025-10-01,3165.01
2025-10-02,3198.74
2025-10-03,3199.08
2025-10-04,3219.71
2025-10-05,3233.09
2025-10-06,3211.73
2025-10-07,3215.1
2025-10-08,3169.44
2025-10-09,3202.69
2025-10-10,3197.26
2025-10-11,3238.76
2025-10-12,3233.7
2025-10-13,3227.38
2025-10-14,3214.54
2025-10-15,3187.8
2025-10-16,3173.29
2025-10-17,3215.69
2025-10-18,3222.82
2025-10-19,3215.78
2025-10-20,3220.01
2025-10-21,3201.61
2025-10-22,3169.99
2025-10-23,3181.89
2025-10-24,3199.03
